fg5_file;site;code;latitude;longitude;elevation;setup_height;a;b;ua;ub;covab;date
./akto/1303_akto.fg5;akto;1303;50.2886;57.1663;199.0;-1.0;-274.74;1.3;3.88;2.7;-10.25;2023-07-28
